category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Lespedeza frutescens,Shrubby Lespedeza,,Yosemite National Park,141
Vascular Plant,Lespedeza frutescens,Shrubby Lespedeza,,Great Smoky Mountains National Park,100
Vascular Plant,Lespedeza frutescens,Shrubby Lespedeza,,Yellowstone National Park,263
Vascular Plant,Lespedeza frutescens,Shrubby Lespedeza,,Bryce National Park,104
Vascular Plant,Lespedeza hirta,Hairy Bush-Clover,,Bryce National Park,106
Vascular Plant,Lespedeza hirta,Hairy Bush-Clover,,Yellowstone National Park,268
Vascular Plant,Lespedeza hirta,Hairy Bush-Clover,,Great Smoky Mountains National Park,89
Vascular Plant,Lespedeza hirta,Hairy Bush-Clover,,Yosemite National Park,141
Vascular Plant,Lespedeza intermedia,"Wand Bush-Clover, Wandlike Bush-Clover",,Yosemite National Park,135
Vascular Plant,Lespedeza intermedia,"Wand Bush-Clover, Wandlike Bush-Clover",,Great Smoky Mountains National Park,97
Vascular Plant,Lespedeza intermedia,"Wand Bush-Clover, Wandlike Bush-Clover",,Bryce National Park,98
Vascular Plant,Lespedeza intermedia,"Wand Bush-Clover, Wandlike Bush-Clover",,Yellowstone National Park,226
Vascular Plant,Lespedeza procumbens,"Low Bush-Clover, Trailing Bush-Clover",,Yellowstone National Park,233
Vascular Plant,Lespedeza procumbens,"Low Bush-Clover, Trailing Bush-Clover",,Bryce National Park,82
Vascular Plant,Lespedeza procumbens,"Low Bush-Clover, Trailing Bush-Clover",,Yosemite National Park,147
Vascular Plant,Lespedeza procumbens,"Low Bush-Clover, Trailing Bush-Clover",,Great Smoky Mountains National Park,59
Vascular Plant,Lespedeza repens,"Creeping Bush-Clover, Trailing Bush-Clover",,Great Smoky Mountains National Park,71
Vascular Plant,Lespedeza repens,"Creeping Bush-Clover, Trailing Bush-Clover",,Yosemite National Park,135
Vascular Plant,Lespedeza repens,"Creeping Bush-Clover, Trailing Bush-Clover",,Yellowstone National Park,274
Vascular Plant,Lespedeza repens,"Creeping Bush-Clover, Trailing Bush-Clover",,Bryce National Park,110
Vascular Plant,Lespedeza stuevei,Tall Lespedeza,,Great Smoky Mountains National Park,77
Vascular Plant,Lespedeza stuevei,Tall Lespedeza,,Yosemite National Park,162
Vascular Plant,Lespedeza stuevei,Tall Lespedeza,,Yellowstone National Park,235
Vascular Plant,Lespedeza stuevei,Tall Lespedeza,,Bryce National Park,122
Vascular Plant,Lespedeza violacea,Violet Bush-Clover,,Yellowstone National Park,251
Vascular Plant,Lespedeza violacea,Violet Bush-Clover,,Bryce National Park,133
Vascular Plant,Lespedeza violacea,Violet Bush-Clover,,Great Smoky Mountains National Park,146
Vascular Plant,Lespedeza violacea,Violet Bush-Clover,,Yosemite National Park,128
Vascular Plant,Lespedeza virginica,Slender Bush-Clover,,Bryce National Park,98
Vascular Plant,Lespedeza virginica,Slender Bush-Clover,,Great Smoky Mountains National Park,70
Vascular Plant,Lespedeza virginica,Slender Bush-Clover,,Yosemite National Park,146
Vascular Plant,Lespedeza virginica,Slender Bush-Clover,,Yellowstone National Park,232
Vascular Plant,Lesquerella alpina var. alpina,Alpine Bladderpod,,Yellowstone National Park,223
Vascular Plant,Lesquerella alpina var. alpina,Alpine Bladderpod,,Bryce National Park,92
Vascular Plant,Lesquerella alpina var. alpina,Alpine Bladderpod,,Yosemite National Park,157
Vascular Plant,Lesquerella alpina var. alpina,Alpine Bladderpod,,Great Smoky Mountains National Park,40
Vascular Plant,Lessingia leptoclada,Sierra Lessingia,,Great Smoky Mountains National Park,94
Vascular Plant,Lessingia leptoclada,Sierra Lessingia,,Yosemite National Park,162
Vascular Plant,Lessingia leptoclada,Sierra Lessingia,,Yellowstone National Park,217
Vascular Plant,Lessingia leptoclada,Sierra Lessingia,,Bryce National Park,109
Vascular Plant,Leucanthemum vulgare,Daisy,,Bryce National Park,91
Vascular Plant,Leucanthemum vulgare,Daisy,,Yosemite National Park,91
Vascular Plant,Leucanthemum vulgare,Daisy,,Yellowstone National Park,262
Vascular Plant,Leucanthemum vulgare,Daisy,,Bryce National Park,116
Vascular Plant,Leucanthemum vulgare,Daisy,,Yellowstone National Park,242
Vascular Plant,Leucanthemum vulgare,Daisy,,Yosemite National Park,155
Vascular Plant,Leucanthemum vulgare,Daisy,,Great Smoky Mountains National Park,83
Vascular Plant,Leucanthemum vulgare,Daisy,,Great Smoky Mountains National Park,60
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Bryce National Park,91
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Yosemite National Park,91
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Yellowstone National Park,262
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Bryce National Park,116
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Yellowstone National Park,242
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Yosemite National Park,155
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Great Smoky Mountains National Park,83
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",,Great Smoky Mountains National Park,60
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,,Yellowstone National Park,259
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,,Yosemite National Park,193
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,,Bryce National Park,101
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,,Great Smoky Mountains National Park,65
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,,Bryce National Park,89
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,,Yellowstone National Park,248
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,,Great Smoky Mountains National Park,88
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,,Yosemite National Park,139
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,,Bryce National Park,90
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,,Yosemite National Park,168
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,,Great Smoky Mountains National Park,75
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,,Yellowstone National Park,279
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,,Bryce National Park,122
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,,Yellowstone National Park,233
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,,Yosemite National Park,165
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,,Great Smoky Mountains National Park,61
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,,Yosemite National Park,180
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,,Yellowstone National Park,216
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,,Bryce National Park,102
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,,Great Smoky Mountains National Park,101
Vascular Plant,Leucopoa kingii,"Spike Fescue, Spike-Fescue",,Yellowstone National Park,249
Vascular Plant,Leucopoa kingii,"Spike Fescue, Spike-Fescue",,Great Smoky Mountains National Park,60
Vascular Plant,Leucopoa kingii,"Spike Fescue, Spike-Fescue",,Bryce National Park,102
Vascular Plant,Leucopoa kingii,"Spike Fescue, Spike-Fescue",,Yosemite National Park,154
Bird,Leucosticte atrata,Black Rosy-Finch,,Yellowstone National Park,222
Bird,Leucosticte atrata,Black Rosy-Finch,,Yosemite National Park,158
Bird,Leucosticte atrata,Black Rosy-Finch,,Great Smoky Mountains National Park,56
Bird,Leucosticte atrata,Black Rosy-Finch,,Bryce National Park,142
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Yellowstone National Park,281
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Bryce National Park,81
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Bryce National Park,89
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Yosemite National Park,181
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Yellowstone National Park,249
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Great Smoky Mountains National Park,35
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Yosemite National Park,160
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,,Great Smoky Mountains National Park,46
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Yellowstone National Park,281
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Bryce National Park,81
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Bryce National Park,89
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Yosemite National Park,181
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Yellowstone National Park,249
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Great Smoky Mountains National Park,35
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Yosemite National Park,160
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,,Great Smoky Mountains National Park,46
Vascular Plant,Leucothoe davisiae,Sierra Laurel,,Bryce National Park,84
Vascular Plant,Leucothoe davisiae,Sierra Laurel,,Yellowstone National Park,277
Vascular Plant,Leucothoe davisiae,Sierra Laurel,,Great Smoky Mountains National Park,93
Vascular Plant,Leucothoe davisiae,Sierra Laurel,,Yosemite National Park,166
Vascular Plant,Leucothoe fontanesiana,"Dog-Hobble, Highland Dog-Hobble",,Yosemite National Park,151
Vascular Plant,Leucothoe fontanesiana,"Dog-Hobble, Highland Dog-Hobble",,Yellowstone National Park,233
Vascular Plant,Leucothoe fontanesiana,"Dog-Hobble, Highland Dog-Hobble",,Great Smoky Mountains National Park,65
Vascular Plant,Leucothoe fontanesiana,"Dog-Hobble, Highland Dog-Hobble",,Bryce National Park,145
Vascular Plant,Leucothoe recurva,"Deciduous Leucothoe, Recurved Dog-Hobble",,Great Smoky Mountains National Park,72
Vascular Plant,Leucothoe recurva,"Deciduous Leucothoe, Recurved Dog-Hobble",,Yellowstone National Park,257
Vascular Plant,Leucothoe recurva,"Deciduous Leucothoe, Recurved Dog-Hobble",,Yosemite National Park,153
Vascular Plant,Leucothoe recurva,"Deciduous Leucothoe, Recurved Dog-Hobble",,Bryce National Park,123
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,,Yellowstone National Park,277
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,,Bryce National Park,103
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,,Great Smoky Mountains National Park,105
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,,Yosemite National Park,138
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",,Yellowstone National Park,265
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",,Great Smoky Mountains National Park,40
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",,Bryce National Park,66
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",,Yosemite National Park,119
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,,Yosemite National Park,97
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,,Bryce National Park,75
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,,Yellowstone National Park,248
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,,Great Smoky Mountains National Park,67
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,,Bryce National Park,130
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,,Yellowstone National Park,229
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,,Great Smoky Mountains National Park,76
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,,Yosemite National Park,136
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",,Bryce National Park,82
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",,Yosemite National Park,128
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",,Great Smoky Mountains National Park,43
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",,Yellowstone National Park,268
Vascular Plant,Lewisia pygmaea,"Alpine Bitterroot, Alpine Lewisia, Pigmy Bitterroot",,Great Smoky Mountains National Park,100
Vascular Plant,Lewisia pygmaea,"Alpine Bitterroot, Alpine Lewisia, Pigmy Bitterroot",,Yosemite National Park,124
Vascular Plant,Lewisia pygmaea,"Alpine Bitterroot, Alpine Lewisia, Pigmy Bitterroot",,Bryce National Park,82
Vascular Plant,Lewisia pygmaea,"Alpine Bitterroot, Alpine Lewisia, Pigmy Bitterroot",,Yellowstone National Park,236
Vascular Plant,Lewisia rediviva var. rediviva,"Bitter Root, Oregon Bitterroot",,Yellowstone National Park,252
Vascular Plant,Lewisia rediviva var. rediviva,"Bitter Root, Oregon Bitterroot",,Bryce National Park,100
Vascular Plant,Lewisia rediviva var. rediviva,"Bitter Root, Oregon Bitterroot",,Great Smoky Mountains National Park,38
Vascular Plant,Lewisia rediviva var. rediviva,"Bitter Root, Oregon Bitterroot",,Yosemite National Park,134
Vascular Plant,Lewisia triphylla,"Threeleaf Bitterroot, Threeleaf Lewisia",,Yosemite National Park,150
Vascular Plant,Lewisia triphylla,"Threeleaf Bitterroot, Threeleaf Lewisia",,Bryce National Park,104
Vascular Plant,Lewisia triphylla,"Threeleaf Bitterroot, Threeleaf Lewisia",,Yellowstone National Park,271
Vascular Plant,Lewisia triphylla,"Threeleaf Bitterroot, Threeleaf Lewisia",,Great Smoky Mountains National Park,76
Vascular Plant,Leymus triticoides,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",,Yosemite National Park,169
Vascular Plant,Leymus triticoides,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",,Yellowstone National Park,243
Vascular Plant,Leymus triticoides,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",,Great Smoky Mountains National Park,94
Vascular Plant,Leymus triticoides,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",,Bryce National Park,119
Vascular Plant,Liatris aspera,"Rough Gayfeather, Tall Blazing Star, Tall Gayfeather",,Yosemite National Park,166
Vascular Plant,Liatris aspera,"Rough Gayfeather, Tall Blazing Star, Tall Gayfeather",,Bryce National Park,111
Vascular Plant,Liatris aspera,"Rough Gayfeather, Tall Blazing Star, Tall Gayfeather",,Yellowstone National Park,220
Vascular Plant,Liatris aspera,"Rough Gayfeather, Tall Blazing Star, Tall Gayfeather",,Great Smoky Mountains National Park,101
Vascular Plant,Liatris scariosa,Devil's Bite,,Bryce National Park,114
Vascular Plant,Liatris scariosa,Devil's Bite,,Yosemite National Park,120
Vascular Plant,Liatris scariosa,Devil's Bite,,Yellowstone National Park,243
Vascular Plant,Liatris scariosa,Devil's Bite,,Great Smoky Mountains National Park,33
Vascular Plant,Liatris spicata,"Dense Blazing Star, Spike Gay-Feather",,Bryce National Park,114
Vascular Plant,Liatris spicata,"Dense Blazing Star, Spike Gay-Feather",,Yosemite National Park,125
Vascular Plant,Liatris spicata,"Dense Blazing Star, Spike Gay-Feather",,Great Smoky Mountains National Park,53
Vascular Plant,Liatris spicata,"Dense Blazing Star, Spike Gay-Feather",,Yellowstone National Park,244
Vascular Plant,Liatris squarrosa,Scaly Blazing Star,,Yellowstone National Park,271
Vascular Plant,Liatris squarrosa,Scaly Blazing Star,,Yosemite National Park,176
Vascular Plant,Liatris squarrosa,Scaly Blazing Star,,Great Smoky Mountains National Park,67
Vascular Plant,Liatris squarrosa,Scaly Blazing Star,,Bryce National Park,93
Vascular Plant,Liatris squarrulosa,"Appalachian Gayfeather, Earle's Blazing Star",,Great Smoky Mountains National Park,69
Vascular Plant,Liatris squarrulosa,"Appalachian Gayfeather, Earle's Blazing Star",,Yellowstone National Park,209
Vascular Plant,Liatris squarrulosa,"Appalachian Gayfeather, Earle's Blazing Star",,Bryce National Park,143
Vascular Plant,Liatris squarrulosa,"Appalachian Gayfeather, Earle's Blazing Star",,Yosemite National Park,188
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",,Yosemite National Park,158
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",,Great Smoky Mountains National Park,94
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",,Bryce National Park,93
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",,Yellowstone National Park,292
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",,Great Smoky Mountains National Park,90
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",,Yosemite National Park,164
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",,Bryce National Park,56
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",,Yellowstone National Park,249
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",,Bryce National Park,51
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",,Yosemite National Park,150
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",,Yellowstone National Park,236
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",,Great Smoky Mountains National Park,54
Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",,Yosemite National Park,114
Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",,Great Smoky Mountains National Park,98
Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",,Bryce National Park,79
Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",,Yellowstone National Park,274
Vascular Plant,Ligustrum sinense,Chinese Privet,,Yellowstone National Park,243
Vascular Plant,Ligustrum sinense,Chinese Privet,,Bryce National Park,100
Vascular Plant,Ligustrum sinense,Chinese Privet,,Yosemite National Park,146
Vascular Plant,Ligustrum sinense,Chinese Privet,,Great Smoky Mountains National Park,34
Vascular Plant,Ligustrum vulgare,"Common Privet, European Privet",,Yellowstone National Park,250
Vascular Plant,Ligustrum vulgare,"Common Privet, European Privet",,Yosemite National Park,144
Vascular Plant,Ligustrum vulgare,"Common Privet, European Privet",,Bryce National Park,106
Vascular Plant,Ligustrum vulgare,"Common Privet, European Privet",,Great Smoky Mountains National Park,99
Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",,Yellowstone National Park,218
Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",,Bryce National Park,115
Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",,Yosemite National Park,135
Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",,Great Smoky Mountains National Park,82
Vascular Plant,Lilium canadense ssp. editorum,Canada Lily,,Yellowstone National Park,257
Vascular Plant,Lilium canadense ssp. editorum,Canada Lily,,Great Smoky Mountains National Park,54
Vascular Plant,Lilium canadense ssp. editorum,Canada Lily,,Bryce National Park,125
Vascular Plant,Lilium canadense ssp. editorum,Canada Lily,,Yosemite National Park,152
Vascular Plant,Lilium grayi,Gray's Lily,Species of Concern,Great Smoky Mountains National Park,89
Vascular Plant,Lilium grayi,Gray's Lily,Species of Concern,Yellowstone National Park,225
Vascular Plant,Lilium grayi,Gray's Lily,Species of Concern,Bryce National Park,71
Vascular Plant,Lilium grayi,Gray's Lily,Species of Concern,Yosemite National Park,130
Vascular Plant,Lilium lancifolium,Tiger Lily,,Bryce National Park,118
Vascular Plant,Lilium lancifolium,Tiger Lily,,Yellowstone National Park,261
Vascular Plant,Lilium lancifolium,Tiger Lily,,Yosemite National Park,133
Vascular Plant,Lilium lancifolium,Tiger Lily,,Great Smoky Mountains National Park,71
Vascular Plant,Lilium michauxii,Carolina Lily,,Great Smoky Mountains National Park,73
Vascular Plant,Lilium michauxii,Carolina Lily,,Yellowstone National Park,261
Vascular Plant,Lilium michauxii,Carolina Lily,,Bryce National Park,69
Vascular Plant,Lilium michauxii,Carolina Lily,,Yosemite National Park,125
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",,Yellowstone National Park,240
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",,Great Smoky Mountains National Park,89
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",,Bryce National Park,136
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",,Yosemite National Park,144
Vascular Plant,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",,Yosemite National Park,162
Vascular Plant,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",,Yellowstone National Park,253
Vascular Plant,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",,Bryce National Park,98
Vascular Plant,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",,Great Smoky Mountains National Park,93
Vascular Plant,Lilium superbum,Turk's Cap Lily,,Yosemite National Park,144
Vascular Plant,Lilium superbum,Turk's Cap Lily,,Bryce National Park,94
Vascular Plant,Lilium superbum,Turk's Cap Lily,,Yellowstone National Park,237
Vascular Plant,Lilium superbum,Turk's Cap Lily,,Great Smoky Mountains National Park,63
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,,Yosemite National Park,181
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,,Great Smoky Mountains National Park,84
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,,Yellowstone National Park,231
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,,Bryce National Park,125
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,,Great Smoky Mountains National Park,94
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,,Bryce National Park,121
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,,Yellowstone National Park,218
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,,Yosemite National Park,149
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,,Yellowstone National Park,246
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,,Bryce National Park,108
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,,Yosemite National Park,143
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,,Great Smoky Mountains National Park,84
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,,Yellowstone National Park,207
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,,Bryce National Park,122
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,,Great Smoky Mountains National Park,106
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,,Yosemite National Park,152
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,,Bryce National Park,98
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,,Yellowstone National Park,268
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,,Great Smoky Mountains National Park,49
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,,Yosemite National Park,171
Bird,Limnodromus griseus,Short-Billed Dowitcher,,Yosemite National Park,125
Bird,Limnodromus griseus,Short-Billed Dowitcher,,Bryce National Park,81
Bird,Limnodromus griseus,Short-Billed Dowitcher,,Yellowstone National Park,291
Bird,Limnodromus griseus,Short-Billed Dowitcher,,Great Smoky Mountains National Park,81
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,,Yellowstone National Park,217
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,,Yosemite National Park,147
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,,Bryce National Park,85
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,,Great Smoky Mountains National Park,39
Bird,Limnothlypis swainsonii,Swainson's Warbler,,Great Smoky Mountains National Park,56
Bird,Limnothlypis swainsonii,Swainson's Warbler,,Yellowstone National Park,234
Bird,Limnothlypis swainsonii,Swainson's Warbler,,Yosemite National Park,140
Bird,Limnothlypis swainsonii,Swainson's Warbler,,Bryce National Park,109
Bird,Limosa fedoa,Marbled Godwit,Species of Concern,Yellowstone National Park,266
Bird,Limosa fedoa,Marbled Godwit,Species of Concern,Yosemite National Park,131
Bird,Limosa fedoa,Marbled Godwit,Species of Concern,Great Smoky Mountains National Park,82
Bird,Limosa fedoa,Marbled Godwit,Species of Concern,Bryce National Park,96
Bird,Limosa haemastica,Hudsonian Godwit,,Bryce National Park,75
Bird,Limosa haemastica,Hudsonian Godwit,,Yellowstone National Park,235
Bird,Limosa haemastica,Hudsonian Godwit,,Yosemite National Park,125
Bird,Limosa haemastica,Hudsonian Godwit,,Great Smoky Mountains National Park,77
Vascular Plant,Limosella acaulis,Owyhee Mudwort,,Yosemite National Park,128
Vascular Plant,Limosella acaulis,Owyhee Mudwort,,Bryce National Park,98
Vascular Plant,Limosella acaulis,Owyhee Mudwort,,Great Smoky Mountains National Park,83
Vascular Plant,Limosella acaulis,Owyhee Mudwort,,Yellowstone National Park,228
Vascular Plant,Limosella aquatica,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",,Yellowstone National Park,251
Vascular Plant,Limosella aquatica,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",,Bryce National Park,85
Vascular Plant,Limosella aquatica,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",,Yosemite National Park,133
Vascular Plant,Limosella aquatica,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",,Great Smoky Mountains National Park,112
Vascular Plant,Linanthus bicolor,True Babystars,,Yellowstone National Park,261
Vascular Plant,Linanthus bicolor,True Babystars,,Bryce National Park,114
Vascular Plant,Linanthus bicolor,True Babystars,,Yosemite National Park,162
Vascular Plant,Linanthus bicolor,True Babystars,,Great Smoky Mountains National Park,37
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",,Great Smoky Mountains National Park,100
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",,Yosemite National Park,145
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",,Bryce National Park,81
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",,Yellowstone National Park,237
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",,Yellowstone National Park,268
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",,Yosemite National Park,127
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",,Great Smoky Mountains National Park,82
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",,Bryce National Park,109
Vascular Plant,Linanthus filipes,Thread Linanthus,,Great Smoky Mountains National Park,74
Vascular Plant,Linanthus filipes,Thread Linanthus,,Yellowstone National Park,264
Vascular Plant,Linanthus filipes,Thread Linanthus,,Yosemite National Park,146
